Machine_ID,Temperature,Run_Time,Downtime_Flag
1051,79.34205590104395,131.55628495542143,0
1092,87.2719737092165,180.06820373575954,0
1014,71.58297731148397,43.82137338191927,0
1071,56.37901513977819,468.47891151553137,0
1060,64.18879528993622,276.90112035618813,1
1020,68.15411481993175,152.76215532901176,1
1082,82.29586206658007,198.49075853714172,0
1086,78.53891523344559,223.60127025241783,0
1074,67.80483629489231,300.29716668030864,0
1074,99.32576243964898,257.8397138482489,1
1087,80.28874096784436,459.6959866072087,0
1099,61.86133958679972,248.48174145291512,0
1023,55.089123631020186,496.07900741165633,0
1002,57.642956959216605,425.7124788725479,0
1021,62.29788641922541,104.2552571786679,0
1052,58.03406866297779,465.29760732195814,0
1001,59.32835120256529,58.183198942738045,0
1087,64.25475843469235,408.7248542455958,0
1029,58.66867976473774,190.31164673829005,0
1037,94.83827123132126,438.9871602225348,0
1001,54.01168728308211,434.02834505372516,0
1063,76.22556947851274,402.9627000588106,0
1059,70.51984134948307,395.01521815353067,1
1020,99.11893084543033,152.33956954902038,0
1032,55.60194510840262,40.45964152562609,0
1075,69.89277995228709,201.49008938258072,0
1057,98.47352166376845,86.76225749325434,0
1021,93.27535629469901,347.47554445123086,0
1088,90.85360354746399,173.04986326889278,0
1048,62.895141352246995,487.80510042995746,1
1090,58.54437936950329,320.486038672666,0
1058,83.43216099622154,411.24028181718046,0
1041,96.46879945637929,66.26233637092422,0
1091,77.83814465069649,431.0072411363113,0
1059,78.580634473495,461.37859525669717,0
1079,63.998954683014205,243.53095940946795,0
1014,88.47464665959684,303.12646887548874,0
1061,59.35218742787617,382.4049004514977,0
1061,66.18396182021218,87.41931363020628,0
1046,71.27182193082083,251.2830382317212,0
1061,75.38051893422275,199.33151388615656,0
1050,62.12048662075401,73.18699608112456,0
1054,55.74184123696018,183.7672111457657,1
1063,80.53100212208163,34.08615469274678,0
1002,64.43152766201278,12.905953474743493,0
1050,79.06191107113061,67.58314457741137,0
1006,57.718135763710116,481.5575557945869,0
1020,74.05700509274087,274.76476794750846,0
1072,76.62947162757929,482.91108057660995,0
1038,52.591176841121346,216.248939165066,1
1017,66.83021390969603,155.9080665426298,0
1003,56.72073384694871,253.07093142012204,0
1088,53.168748523638385,219.75584431645507,0
1059,99.49801161949726,52.83234213087196,1
1013,66.11769224873615,320.4131573451031,0
1008,90.49372229273175,108.0190912547998,0
1089,62.732032738188195,309.7939774489148,0
1052,84.07513611119646,325.1005461990767,0
1001,88.01139299448432,76.01242656432406,0
1083,79.78193703039221,30.67481355533408,0
1091,73.57880942750792,390.3807930342199,0
1059,70.59204570736343,229.90021188466008,0
1070,67.44341332714977,29.081897752737895,0
1043,96.4764572123913,497.4331585848836,0
1007,91.53097038938645,28.89028049818332,0
1046,98.25134553332563,347.5176144292766,1
1034,56.21486117427724,491.8394626317068,1
1077,86.54337376018222,119.5900521079628,0
1080,96.91702284105189,71.12468434359809,1
1035,59.061653308283006,60.69246971121445,0
1049,53.32481336833887,151.63757378379776,0
1003,87.05603246450295,50.522905505323344,0
1001,78.7236556589956,346.08067084706596,0
1005,92.0914388379136,31.145899065031347,0
1053,56.988618831314476,254.71106407489486,0
1003,89.76336559299452,498.3484269264884,0
1053,60.08136600238723,406.9851347530094,0
1092,58.18279714328523,307.60971911550547,0
1062,58.21328989654965,153.12681039330585,0
1017,90.72873601156911,311.94791814581924,0
1089,83.25986103481,263.5207319558258,0
1043,76.15327123845597,213.04169194518573,1
1033,67.94152420617513,65.35518837009974,1
1073,93.86002704065541,443.30210762023336,0
1061,69.62225537113177,224.89232441066125,1
1099,90.82997197357886,97.31125591038253,0
1013,71.95674542851091,183.8796754386448,1
1094,68.84722147124538,207.06487626446352,0
1047,73.13398928348032,413.76894778343717,0
1014,65.0688937082071,366.80719028070104,0
1071,87.38046900881255,384.6524468206699,0
1077,75.13601950462396,5.515632214323607,0
1086,61.61063475734086,208.07699908988076,0
1061,94.97872866372842,240.6720758176618,0
1039,69.19456106866056,9.596138411528344,0
1084,77.17764305569943,129.9066043725171,0
1079,95.32360554822735,380.1449115610675,1
1081,81.21189979569961,68.55485286449952,0
1052,55.8449020354182,267.65506572629585,0
1023,96.99160618067376,107.60093600861876,0
1025,81.38540265357089,6.060387321946637,0
1088,66.7452807328543,120.60072879977074,0
1059,56.96360363316936,487.9368774550269,1
1040,89.7012594635148,400.7685559414948,0
1028,81.00363779642568,479.7883221605167,0
1014,76.67305459881608,243.92702196318123,1
1044,94.69462915254789,54.868099338751755,0
1064,89.42986056122655,273.97974448684647,0
1088,57.58374398663756,227.18866727998045,0
1070,65.5861033897774,422.178541369808,0
1008,62.424456990723286,49.04129039212229,0
1087,87.19731462863385,244.1205685108891,0
1000,51.67662173678897,75.02433234699213,0
1007,78.49448424356582,162.33796344503,1
1087,88.12293428703452,368.67853869389984,0
1062,93.83828183808748,238.00906468438328,0
1010,67.10408743579538,187.94414257288466,0
1080,91.06286523360063,197.23813928501767,0
1007,55.53158684776036,229.72338420299332,0
1034,92.3226145867259,392.50827191852846,0
1034,56.37443311659912,446.0423444701172,1
1032,69.86436452801837,477.66734325196416,0
1004,89.86476828897767,393.45169312764756,0
1040,57.49587136743869,157.70344787400637,0
1027,61.462569761632075,344.06735304327105,0
1006,86.1126284196533,218.80156202769595,0
1072,86.00182682730372,127.33531102302558,0
1071,82.05738164426486,420.4357897129613,0
1011,84.697422223355,19.213174481162497,0
1033,77.13622216737981,450.88099606771175,1
1032,62.58995294534763,230.7387323123671,1
1047,67.28479967519597,318.6007384041402,0
1022,59.079885840071285,329.67696110289137,1
1061,95.42252806668142,447.55887035326816,0
1087,79.16958973830603,318.33484108360364,1
1036,70.042570838182,306.9667923800309,0
1098,73.10029018220663,33.326020280344984,1
1043,97.36416698059077,259.204010972602,1
1085,57.66757015580401,75.08450040852082,0
1090,79.31149160083986,368.71688436074277,1
1034,75.2944339442233,256.11096040633726,0
1064,80.57271177173239,340.1138896041767,0
1098,50.90550919104203,20.836450301192134,0
1046,93.60619544720757,42.39600802290161,0
1077,96.60591412418063,358.16169403134114,0
1002,78.25665917946044,36.042167999336684,0
1000,84.8325411938446,35.6283638826293,1
1004,96.12496905886479,6.054237617443725,0
1089,85.36193171566993,478.25069914974006,0
1013,57.62695214571307,368.75417972950345,1
1026,78.81441800834065,176.6257042510321,1
1008,80.3357523191428,148.26779064382762,1
1078,71.2065335651193,174.85161487292478,0
1014,86.82221178123615,387.3267655905909,1
1089,96.71835073845074,330.6853055352072,0
1041,96.27842564533881,92.59778393373396,0
1076,72.5419685702066,87.05466766704217,0
1050,55.661902292037766,49.19782485669866,0
1062,99.24205994811672,330.15135985066905,0
1095,91.94490432229671,382.18633111086797,0
1051,56.233134060163344,132.523214162502,0
1095,96.04209413086862,10.472480515456406,0
1003,93.49481810310641,41.08583373821367,0
1093,75.94190285630361,483.9300174225152,0
1022,79.56377178724647,147.72238873871012,0
1014,69.95013519350651,384.6115739190668,0
1042,52.73808194110157,312.3317844271319,0
1028,66.75986208229504,190.96981982644795,0
1035,90.14267242990057,102.84363109777756,1
1012,50.23160115023014,60.693209079703216,0
1031,66.6749585845572,307.5064840194333,0
